,time_stamp,consent,id,age,gender,fluent_in_danish,video,condition,text
0,2021_Dec_09_1341,Ja,manu,21,Kvinde,Ja,3,No noise without video,drengen kastede en frisbee over hækken og fik en rød bold tilbage fra naboen
1,2021_Dec_09_1341,Ja,manu,21,Kvinde,Ja,1,Noise with video,muren
2,2021_Dec_09_1341,Ja,manu,21,Kvinde,Ja,2,Noise without video,til mig
3,2021_Dec_09_1341,Ja,manu,21,Kvinde,Ja,0,No noise with video,manden samlede bolden op under trampolinen og fik en slikkepind af drengen
