,time_stamp,consent,id,age,gender,fluent_in_danish,video,condition,text
0,2021_Dec_09_1348,Ja,LHH,24,Mand,Ja,0,Noise with video,
1,2021_Dec_09_1348,Ja,LHH,24,Mand,Ja,3,Noise without video,
2,2021_Dec_09_1348,Ja,LHH,24,Mand,Ja,1,No noise without video,damen satte spanden på muren og satte et rødt æble på spanden
3,2021_Dec_09_1348,Ja,LHH,24,Mand,Ja,2,No noise with video,pigen hentede blomster på marken og gav en smuk buket til moren
