,time_stamp,consent,id,age,gender,fluent_in_danish,video,condition,text
0,2021_Dec_08_1406,Ja,Bob,22,Mand,Ja,0,Noise with video,manden samlede den op tog sig til munden og samlede en lille slikkepind op
1,2021_Dec_08_1406,Ja,Bob,22,Mand,Ja,1,No noise without video,damen satte spanden på muren og kastede et rødt æble til naboen
2,2021_Dec_08_1406,Ja,Bob,22,Mand,Ja,2,No noise with video,pigen hentede blomster på marken og gav en smuk buket til moren
3,2021_Dec_08_1406,Ja,Bob,22,Mand,Ja,3,Noise without video,noget med frisbee og en badebold
