,id,age,gender,condition,word
0,2.0 ,22,Female,2,bird
1,2.0 ,22,Female,2,tree
2,2.0 ,22,Female,2,flower
3,2.0 ,22,Female,2,plant
4,2.0 ,22,Female,2,lake
