,id,age,gender,condition,word
0,3.0 s,22,Female,3,carrot
1,3.0 s,22,Female,3,flower
2,3.0 s,22,Female,3,grass
3,3.0 s,22,Female,3,tree
4,3.0 s,22,Female,3,food
5,3.0 s,22,Female,3,herb
6,3.0 s,22,Female,3,green
