participant,trial,distraction,true_pos,false_pos,total_matches, total_pressed,stim_count, stimuli, sit_duration, perceivedExertion
2,1,verbal,3,2,4,5,21,pseudo_EN/w1.wav_pseudo_EN/w2.wav_pseudo_EN/w1.wav_pseudo_EN/w3.wav_pseudo_EN/w4.wav_pseudo_EN/w5.wav_pseudo_EN/w6.wav_pseudo_EN/w7.wav_pseudo_EN/w8.wav_pseudo_EN/w9.wav_pseudo_EN/w10.wav_pseudo_EN/w11.wav_pseudo_EN/w10.wav_pseudo_EN/w11.wav_pseudo_EN/w12.wav_pseudo_EN/w13.wav_pseudo_EN/w14.wav_pseudo_EN/w15.wav_pseudo_EN/w14.wav_pseudo_EN/w16.wav_pseudo_EN/w17.wav,40.0497292,5
2,2,control,NA,NA,NA,NA,NA,N_A,30.733174299999973,4
2,3,visual,2,2,3,4,16,polygons_2/p24.jpg_polygons_2/p16.jpg_polygons_2/p10.jpg_polygons_2/p16.jpg_polygons_2/p15.jpg_polygons_2/p11.jpg_polygons_2/p4.jpg_polygons_2/p9.jpg_polygons_2/p4.jpg_polygons_2/p7.jpg_polygons_2/p21.jpg_polygons_2/p14.jpg_polygons_2/p6.jpg_polygons_2/p14.jpg_polygons_2/p3.jpg_polygons_2/p17.jpg,30.069521299999906,3
