participant,trial,distraction,true_pos,false_pos,total_matches, total_pressed,stim_count, stimuli, sit_duration, perceivedExertion
hopla,1,visual,3,2,6,5,32,polygons_2/p6.jpg_polygons_2/p12.jpg_polygons_2/p6.jpg_polygons_2/p8.jpg_polygons_2/p23.jpg_polygons_2/p15.jpg_polygons_2/p16.jpg_polygons_2/p15.jpg_polygons_2/p10.jpg_polygons_2/p24.jpg_polygons_2/p21.jpg_polygons_2/p14.jpg_polygons_2/p21.jpg_polygons_2/p1.jpg_polygons_2/p11.jpg_polygons_2/p4.jpg_polygons_2/p19.jpg_polygons_2/p5.jpg_polygons_2/p19.jpg_polygons_2/p20.jpg_polygons_2/p18.jpg_polygons_2/p17.jpg_polygons_2/p18.jpg_polygons_2/p7.jpg_polygons_2/p2.jpg_polygons_2/p3.jpg_polygons_2/p13.jpg_polygons_2/p22.jpg_polygons_2/p9.jpg_polygons_2/p22.jpg_polygons_2/p1.jpg_polygons_2/p2.jpg,62.9427648,7
hopla,1,control,NA,NA,NA,NA,NA,N_A,78.0801548,8
