participant,trial,distraction,true_pos,false_pos,total_matches, total_pressed,stim_count, stimuli, sit_duration, perceivedExertion
87,1,verbal,3,3,5,6,25,pseudo_EN/w4.wav_pseudo_EN/w8.wav_pseudo_EN/w4.wav_pseudo_EN/w7.wav_pseudo_EN/w24.wav_pseudo_EN/w16.wav_pseudo_EN/w1.wav_pseudo_EN/w22.wav_pseudo_EN/w1.wav_pseudo_EN/w22.wav_pseudo_EN/w9.wav_pseudo_EN/w21.wav_pseudo_EN/w11.wav_pseudo_EN/w10.wav_pseudo_EN/w3.wav_pseudo_EN/w13.wav_pseudo_EN/w3.wav_pseudo_EN/w2.wav_pseudo_EN/w12.wav_pseudo_EN/w20.wav_pseudo_EN/w14.wav_pseudo_EN/w17.wav_pseudo_EN/w19.wav_pseudo_EN/w17.wav_pseudo_EN/w18.wav,48.735109800007194,7
87,2,control,NA,NA,NA,NA,NA,N_A,44.968374700052664,8
