participant,trial,distraction,true_pos,false_pos,total_matches, total_pressed,stim_count, stimuli, sit_duration, perceivedExertion
pow,1,verbal,5,3,4,8,24,pseudo_EN/w11.wav_pseudo_EN/w8.wav_pseudo_EN/w20.wav_pseudo_EN/w8.wav_pseudo_EN/w20.wav_pseudo_EN/w1.wav_pseudo_EN/w15.wav_pseudo_EN/w5.wav_pseudo_EN/w3.wav_pseudo_EN/w10.wav_pseudo_EN/w3.wav_pseudo_EN/w4.wav_pseudo_EN/w19.wav_pseudo_EN/w17.wav_pseudo_EN/w9.wav_pseudo_EN/w6.wav_pseudo_EN/w23.wav_pseudo_EN/w13.wav_pseudo_EN/w23.wav_pseudo_EN/w21.wav_pseudo_EN/w2.wav_pseudo_EN/w22.wav_pseudo_EN/w18.wav_pseudo_EN/w16.wav,46.66183918900788,4
pow,2,visual,1,3,4,4,19,polygons_2/p24.jpg_polygons_2/p16.jpg_polygons_2/p10.jpg_polygons_2/p16.jpg_polygons_2/p15.jpg_polygons_2/p11.jpg_polygons_2/p4.jpg_polygons_2/p9.jpg_polygons_2/p4.jpg_polygons_2/p7.jpg_polygons_2/p21.jpg_polygons_2/p14.jpg_polygons_2/p6.jpg_polygons_2/p14.jpg_polygons_2/p3.jpg_polygons_2/p17.jpg_polygons_2/p5.jpg_polygons_2/p18.jpg_polygons_2/p5.jpg,36.06189122097567,5
pow,3,control,NA,NA,NA,NA,NA,N_A,41.564886518986896,4
